disease,name,n_terms,ic_moved,informative_pairs,pairs_moved,mean_abs_dlin,max_abs_dlin
OMIM:607823,Hypotrichosis-lymphedema-telangiectasia syndrome,13,8,38,38,0.0012,0.006
OMIM:616053,Spinocerebellar ataxia 40,14,8,91,91,0.0012,0.002
OMIM:616045,Combined oxidative phosphorylation deficiency 22,13,9,18,18,0.0012,0.002
OMIM:613908,Spinocerebellar ataxia 35,15,12,79,79,0.0012,0.002
OMIM:619565,Dystonia 31,12,5,45,45,0.0012,0.002
OMIM:212360,Palmoplantar keratoderma and congenital alopecia 2,12,7,37,37,0.0012,0.002
OMIM:607565,"Spastic paraplegia, ataxia, and impaired intellectual development",18,13,85,85,0.0012,0.002
OMIM:193003,"Nystagmus 4, congenital, autosomal dominant",15,9,38,38,0.0012,0.002
OMIM:602541,"Muscular dystrophy, congenital, megaconial type",18,12,56,56,0.0012,0.005
OMIM:615217,Ataxia-Oculomotor apraxia 3,15,13,42,42,0.0012,0.003
OMIM:604326,Spinocerebellar ataxia 12,18,12,136,136,0.0012,0.003
OMIM:300577,"Intellectual developmental disorder, X-linked 91",17,9,36,36,0.0012,0.004
OMIM:602418,Weyers ulnar ray/oligodactyly syndrome,16,8,49,49,0.0012,0.008
OMIM:255600,"Myosclerosis, autosomal recessive",12,8,36,36,0.0012,0.002
OMIM:618905,Silver-Russell syndrome 2,16,7,32,32,0.0012,0.002
OMIM:605407,"Segawa syndrome, autosomal recessive",15,11,56,56,0.0012,0.002
OMIM:619562,Joubert syndrome 39,13,5,19,19,0.0012,0.003
OMIM:620453,"Dystonia 22, juvenile-onset",14,9,67,67,0.0012,0.002
OMIM:250800,Methemoglobinemia due to deficiency of methemoglobin reductase,15,11,21,21,0.0012,0.004
OMIM:618251,"Mitochondrial complex I deficiency, nuclear type 31",16,14,24,24,0.0012,0.002
OMIM:616917,"Neurodevelopmental disorder with or without hypotonia, seizures, and cerebellar atrophy",15,12,56,56,0.0012,0.004
OMIM:618709,Neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures,18,17,99,99,0.0012,0.008
OMIM:618721,"Epileptic encephalopathy, early infantile, 82",18,14,60,60,0.0012,0.006
OMIM:614116,"Neuropathy, hereditary sensory, type IE",16,12,68,68,0.0011,0.01
OMIM:301075,"Myopathy, distal, 7, adult-onset, X-linked",15,8,56,56,0.0011,0.01
OMIM:607432,Lissencephaly 1,16,11,107,107,0.0011,0.004
OMIM:311070,"Charcot-Marie-Tooth disease, X-linked recessive, 5",16,12,27,27,0.0011,0.003
OMIM:619208,Olmsted syndrome 2,12,9,45,45,0.0011,0.003
OMIM:613730,"Hemorrhagic destruction of the brain, subependymal calcification,and cataracts",15,14,27,27,0.0011,0.002
OMIM:617768,Kleefstra syndrome 2,18,14,56,56,0.0011,0.005
OMIM:600348,Band heterotopia,17,13,108,108,0.0011,0.004
OMIM:611721,Combined saposin deficiency,15,11,39,39,0.0011,0.004
OMIM:619425,Mitochondrial DNA depletion syndrome 16B (neuroophthalmic type),13,10,32,32,0.0011,0.002
OMIM:620501,Ziegler-Huang syndrome,15,7,24,24,0.0011,0.003
OMIM:619196,"Deafness, congenital, and adult-onset progressive leukoencephalopathy",16,14,58,58,0.0011,0.002
OMIM:614074,Hermansky-Pudlak syndrome 5,16,6,44,44,0.0011,0.002
OMIM:610992,Phosphoserine aminotransferase deficiency,13,8,27,27,0.0011,0.002
OMIM:618504,"Intellectual developmental disorder, autosomal recessive 71",17,9,22,22,0.0011,0.004
OMIM:600363,"Spastic paraplegia 6, autosomal dominant",15,10,52,52,0.0011,0.002
OMIM:615030,"Spastic paraplegia 56, autosomal recessive",15,11,105,105,0.0011,0.005
OMIM:617169,"Intellectual developmental disorder, autosomal recessive 74",16,9,53,53,0.0011,0.005
OMIM:615352,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14",15,13,22,22,0.0011,0.004
OMIM:122000,"Corneal dystrophy, posterior polymorphous, 1",13,5,78,78,0.0011,0.002
OMIM:618688,"Leukodystrophy, hypomyelinating, 19, transient infantile",15,9,40,40,0.0011,0.004
OMIM:620115,Developmental and epileptic encephalopathy 108,13,12,78,78,0.0011,0.002
OMIM:612951,"Leukoencephalopathy, cystic, without megalencephaly",18,15,106,106,0.0011,0.002
OMIM:618273,Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,17,12,105,105,0.0011,0.004
OMIM:619806,Spinocerebellar ataxia 49,16,11,69,69,0.0011,0.002
OMIM:620711,"Leukoencephalopathy, porphyria-related",14,11,48,48,0.0011,0.002
OMIM:610003,"Ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant",12,9,55,55,0.0011,0.002
OMIM:614073,Hermansky-Pudlak syndrome 4,12,5,18,18,0.0011,0.002
OMIM:620314,"Leukoencephalopathy with vanishing white matter 4, with or without ovarian failure",12,7,37,37,0.0011,0.003
OMIM:620658,"Amyloidosis, hereditary systemic 5",13,8,23,23,0.0011,0.005
OMIM:615768,"Spinocerebellar ataxia, autosomal recessive 16",15,12,67,67,0.0011,0.002
OMIM:607152,"Spastic paraplegia 19, autosomal dominant",12,7,35,35,0.0011,0.002
OMIM:618559,"Epileptic encephalopathy, early infantile, 79",17,13,122,122,0.0011,0.004
OMIM:143100,Huntington disease,13,9,55,55,0.0011,0.002
OMIM:604213,Chudley-Mccullough syndrome,15,10,78,78,0.0011,0.004
OMIM:619054,"Mitochondrial complex IV deficiency, nuclear type 11",18,10,67,67,0.0011,0.002
OMIM:104100,Palmoplantar keratoderma with congenital alopecia,12,8,66,66,0.0011,0.002
OMIM:617319,Anterior segment dysgenesis 8,12,4,66,66,0.0011,0.002
OMIM:602099,"Amyotrophic lateral sclerosis 5, juvenile",16,12,72,72,0.0011,0.003
OMIM:618572,Neurodevelopmental disorder with cerebellar hypoplasia and spasticity,13,8,32,32,0.0011,0.002
OMIM:614228,"Charcot-marie-tooth disease, axonal, type 2O",12,9,24,24,0.0011,0.002
OMIM:618374,"Epileptic encephalopathy, early infantile, 72",18,8,94,94,0.0011,0.002
OMIM:603218,Huntington disease-like 1,16,11,105,105,0.0011,0.003
OMIM:616198,Combined oxidative phosphorylation deficiency 23,16,12,15,15,0.0011,0.002
OMIM:300068,Androgen insensitivity syndrome,13,4,10,10,0.0011,0.001
OMIM:615686,"Spastic paraplegia 63, autosomal recessive",14,10,60,60,0.0011,0.004
OMIM:600512,"Epilepsy, familial temporal lobe, 1",15,13,105,105,0.0011,0.001
OMIM:619692,"Trichothiodystrophy 9, nonphotosensitive",15,12,28,28,0.0011,0.004
OMIM:608984,"Ataxia, sensory, autosomal dominant",17,9,105,105,0.0011,0.002
OMIM:102200,"Pituitary adenoma, growth hormone-secreting, 1",13,6,18,18,0.0011,0.003
OMIM:617917,Neurodegeneration with brain iron accumulation 8,13,13,55,55,0.0011,0.002
OMIM:615683,"Spastic paraplegia 64, autosomal recessive",13,11,39,39,0.0011,0.002
OMIM:304800,"Diabetes insipidus, nephrogenic, X-linked",16,9,15,15,0.0011,0.002
OMIM:608029,"Spinocerebellar ataxia, autosomal recessive 6",14,12,48,48,0.0011,0.002
OMIM:108500,"Episodic ataxia, type 2",16,11,31,31,0.0011,0.002
OMIM:242300,"Ichthyosis, congenital, autosomal recessive 1",15,12,67,67,0.0011,0.002
OMIM:616439,Frontotemporal dementia and/or amyotrophic lateral sclerosis 4,17,12,108,108,0.0011,0.002
OMIM:615681,"Spastic paraplegia 62, autosomal recessive",16,11,100,100,0.0011,0.002
OMIM:607736,"Charcot-Marie-Tooth disease, type 2J",15,8,26,26,0.0011,0.003
OMIM:251750,"Microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma",13,8,37,37,0.0011,0.002
OMIM:619291,Dystonia 30,17,6,136,136,0.0011,0.002
OMIM:186700,"Syringomyelia, isolated",18,13,68,68,0.0011,0.002
OMIM:618008,Developmental and epileptic encephalopathy 65,15,9,65,65,0.0011,0.002
OMIM:615048,"Spinal muscular atrophy, Jokela type",15,12,35,35,0.0011,0.002
OMIM:612069,Amyotrophic lateral sclerosis 10 with or without frontotemporal dementia,14,9,61,61,0.0011,0.002
OMIM:180750,Robinow-Sorauf syndrome,16,7,68,68,0.0011,0.002
OMIM:610246,Spinocerebellar ataxia 28,18,14,58,58,0.0011,0.002
OMIM:268650,Rudiger syndrome,15,7,23,23,0.0011,0.003
OMIM:300261,"Intellectual developmental disorder, X-linked syndromic, Armfield type",13,8,15,15,0.0011,0.002
OMIM:203740,Oxoglutarate dehydrogenase deficiency,16,14,51,51,0.0011,0.002
OMIM:618155,"Ophthalmoplegia, external, with rib and vertebral anomalies",12,11,34,34,0.0011,0.002
OMIM:602482,"Axenfeld-Rieger syndrome, type 3",16,8,32,32,0.0011,0.002
OMIM:619908,Neurodevelopmental disorder with language delay and seizure,17,11,55,55,0.0011,0.005
OMIM:616540,"Epilepsy, progressive myoclonic, 9",16,11,61,61,0.0011,0.002
OMIM:618960,Mitchell syndrome,13,10,58,58,0.0011,0.002
OMIM:613606,Forsythe-Wakeling syndrome,15,11,15,15,0.0011,0.002
OMIM:611588,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4",18,12,95,95,0.0011,0.009
OMIM:620806,Developmental and epileptic encephalopathy 116,18,11,121,121,0.0011,0.002
OMIM:256540,Galactosialidosis,14,7,13,13,0.0011,0.005
OMIM:617933,"Epileptic encephalopathy, early infantile, 61",17,13,57,57,0.0011,0.002
OMIM:180800,Roussy-Levy hereditary areflexic dystasia,18,12,73,73,0.0011,0.003
OMIM:615473,Developmental and epileptic encephalopathy 17,14,8,91,91,0.0011,0.002
OMIM:604218,"Encephalopathy, familial, with neuroserpin inclusion bodies",13,10,56,56,0.0011,0.002
OMIM:618383,"Intellectual developmental disorder, autosomal recessive 69",14,9,57,57,0.0011,0.004
OMIM:616437,Frontotemporal dementia and/or amyotrophic lateral sclerosis 3,17,12,108,108,0.0011,0.002
OMIM:206570,"Angiomatosis, diffuse corticomeningeal, of divry and van bogaert",16,12,59,59,0.0011,0.002
OMIM:613163,GABA-transaminase deficiency,15,12,41,41,0.0011,0.002
OMIM:193510,"Waardenburg syndrome, type 2A",13,3,36,36,0.0011,0.007
OMIM:300475,"Deafness, dystonia, and cerebral hypomyelination",16,14,48,48,0.0011,0.004
OMIM:612292,Birk-Barel syndrome,18,9,63,63,0.0011,0.027
OMIM:619884,"Osteoporosis, childhood- or juvenile-onset, with developmental delay",14,10,60,60,0.0011,0.004
OMIM:614436,"Charcot-Marie-Tooth disease, axonal, type 2P",16,8,63,63,0.0011,0.003
OMIM:613239,"Thyrotoxic periodic paralysis, susceptibility to, 2",13,10,20,20,0.0011,0.003
OMIM:619264,Neurodevelopmental disorder with dysmorphic facies and variable seizures,18,10,52,52,0.0011,0.004
OMIM:601238,"Cerebellar ataxia, Cayman type",18,14,61,61,0.0011,0.002
OMIM:618741,"Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy",12,8,26,26,0.0011,0.004
OMIM:620790,Neurodevelopmental disorder with hypotonia and seizures,17,9,68,68,0.0011,0.002
OMIM:602531,Grange syndrome,12,8,20,20,0.0011,0.002
OMIM:618384,"Leukoencephalopathy, acute reversible, with increased urinary alpha-ketoglutarate",15,9,64,64,0.0011,0.002
OMIM:598500,"Wolfram syndrome, mitochondrial form",16,15,14,14,0.0011,0.003
OMIM:620343,Basal cell nevus syndrome 2,15,11,39,39,0.0011,0.003
OMIM:616155,"Charcot-Marie-Tooth disease, axonal, type 2S",15,10,49,49,0.0011,0.002
OMIM:613159,Nephronophthisis-Like nephropathy 1,14,7,22,22,0.0011,0.008
OMIM:619605,Developmental and epileptic encephalopathy 98,18,13,137,137,0.0011,0.002
OMIM:615771,"Cortical dysplasia, complex, with other brain malformations 6",15,9,79,79,0.0011,0.002
OMIM:615942,"Intellectual developmental disorder, autosomal recessive 44",14,7,26,26,0.0011,0.004
OMIM:616654,Joubert syndrome 24,16,15,54,54,0.0011,0.002
OMIM:618863,Retinal dystrophy with leukodystrophy,18,9,46,46,0.0011,0.002
OMIM:611884,"Ciliary dyskinesia, primary, 7",13,5,38,38,0.0011,0.017
OMIM:616494,"Leukodystrophy, hypomyelinating, 11",14,13,55,55,0.0011,0.004
OMIM:614526,Chromosome 17Q12 duplication syndrome,17,10,31,31,0.0011,0.002
OMIM:191830,Renal hypodysplasia/aplasia 1,15,5,17,17,0.0011,0.01
OMIM:605588,"Charcot-Marie-Tooth disease, axonal, type 2B1",16,10,53,53,0.0011,0.003
OMIM:618730,"Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity",17,13,122,122,0.0011,0.004
OMIM:277300,"Spondylocostal dysostosis, autosomal recessive 1",17,12,60,60,0.0011,0.001
OMIM:618524,"Myopathy, congenital, with tremor",15,7,52,52,0.0011,0.002
OMIM:611105,Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation,15,14,61,61,0.0011,0.002
OMIM:253300,"Spinal muscular atrophy, type I",14,11,20,20,0.0011,0.005
OMIM:616291,Lichtenstein-Knorr syndrome,18,14,79,79,0.0011,0.002
OMIM:608097,"Periventricular heterotopia with microcephaly, autosomal recessive",15,10,71,71,0.0011,0.004
OMIM:204300,"Ceroid lipofuscinosis, neuronal, 6B (Kufs type)",18,12,94,94,0.0011,0.002
OMIM:616647,"Epileptic encephalopathy, early infantile, 35",16,12,56,56,0.0011,0.002
OMIM:618468,"Epileptic encephalopathy, early infantile, 76",16,11,94,94,0.0011,0.004
OMIM:225250,"Hypothyroidism, congenital, nongoitrous, 5",13,4,30,30,0.0011,0.003
OMIM:614483,Brain small vessel disease 2,13,11,55,55,0.0011,0.002
OMIM:619825,"Aortic aneurysm, familial thoracic 12",13,7,14,14,0.0011,0.005
OMIM:609161,"Striatal degeneration, autosomal dominant",12,7,55,55,0.0011,0.002
OMIM:604321,"Microcephaly 4, primary, autosomal recessive",16,8,51,51,0.0011,0.005
OMIM:176670,Hutchinson-Gilford progeria syndrome,13,6,22,22,0.0011,0.002
OMIM:614076,Hermansky-Pudlak syndrome 7,13,5,35,35,0.001,0.002
OMIM:613724,Leukoencephalopathy with dystonia and motor neuropathy,15,10,46,46,0.001,0.002
OMIM:614671,Chromosome 16p11.2 duplication syndrome,18,11,42,42,0.001,0.005
OMIM:118210,"Charcot-Marie-Tooth disease, axonal, type 2A1",18,11,84,84,0.001,0.003
OMIM:118400,Cherubism,17,10,59,59,0.001,0.002
OMIM:615424,Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3,14,7,46,46,0.001,0.009
OMIM:254300,"Myasthenia, limb-girdle, familial",18,9,51,51,0.001,0.003
OMIM:611252,"Spastic paraplegia 32, autosomal recessive",13,9,61,61,0.001,0.002
OMIM:614882,Peroxisome biogenesis disorder 10A (Zellweger),18,11,32,32,0.001,0.004
OMIM:617800,"Microcephaly 19, primary, autosomal recessive",12,6,31,31,0.001,0.002
OMIM:619024,Combined oxidative phosphorylation deficiency 49,12,5,17,17,0.001,0.002
OMIM:619025,Combined oxidative phosphorylation deficiency 50,16,8,49,49,0.001,0.002
OMIM:277480,"von Willebrand disease, type 3",12,4,66,66,0.001,0.001
OMIM:248510,"Mannosidosis, beta",16,12,21,21,0.001,0.002
OMIM:167210,Pachyonychia congenita 2,15,8,64,64,0.001,0.002
OMIM:605355,"Nemaline myopathy 5, Amish type",14,9,48,48,0.001,0.005
OMIM:620777,"Pulmonary hypertension, primary, 6",17,11,48,48,0.001,0.005
OMIM:620158,Spinocerebellar ataxia 50,16,13,69,69,0.001,0.002
OMIM:605253,"Neuropathy, congenital hypomyelinating, 1, autosomal recessive",12,10,27,27,0.001,0.003
OMIM:617127,Orofaciodigital syndrome XV,15,6,19,19,0.001,0.002
OMIM:235830,Histidinuria due to A renal tubular defect,13,6,10,10,0.001,0.004
OMIM:613751,"Heterotaxy, visceral, 4, autosomal",15,7,93,93,0.001,0.011
OMIM:600274,Frontotemporal dementia,17,9,136,136,0.001,0.002
OMIM:611590,"Renal tubular acidosis, distal, with hemolytic anemia",16,10,14,14,0.001,0.003
OMIM:617532,Intellectual developmental disorder with neuropsychiatric features,14,6,30,30,0.001,0.004
OMIM:184840,"Stickler syndrome, type III",13,6,25,25,0.001,0.002
OMIM:246560,Split-Hand/foot malformation 3,14,11,18,18,0.001,0.002
OMIM:607734,"Charcot-Marie-Tooth disease, demyelinating, type 1F",16,11,79,79,0.001,0.003
OMIM:613390,"Fanconi anemia, complementation group O",15,8,21,21,0.001,0.002
OMIM:257320,Lissencephaly 2,12,9,32,32,0.001,0.002
OMIM:614039,"Cortical dysplasia, complex, with other brain malformations 1",18,13,108,108,0.001,0.005
OMIM:620161,Congenital myopathy 15,16,9,40,40,0.001,0.002
OMIM:604772,"Ventricular tachycardia, catecholaminergic polymorphic, 1, with or without atrial dysfunction and/or dilated cardiomyopathy",13,5,67,67,0.001,0.002
OMIM:612702,Hypogonadotropic hypogonadism 6 with or without anosmia,12,9,17,17,0.001,0.003
OMIM:613811,"Pontocerebellar hypoplasia, type 2D",18,12,123,123,0.001,0.004
OMIM:618763,Joubert syndrome 36,14,10,20,20,0.001,0.004
OMIM:607855,"Muscular dystrophy, congenital, merosin deficient or partially deficient",16,15,36,36,0.001,0.005
OMIM:607458,Spinocerebellar ataxia 18,13,8,38,38,0.001,0.002
OMIM:619699,Ferguson-Bonni neurodevelopmental syndrome,15,10,13,13,0.001,0.002
OMIM:268320,Rodrigues blindness,14,8,12,12,0.001,0.002
OMIM:616192,"Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus",16,9,55,55,0.001,0.002
OMIM:609924,Aminoacylase 1 deficiency,18,15,39,39,0.001,0.002
OMIM:618197,"Myasthenic syndrome, congenital, 23, presynaptic",16,8,54,54,0.001,0.002
OMIM:609304,"Epileptic encephalopathy, early infantile, 3",12,10,50,50,0.001,0.002
OMIM:608768,Spinocerebellar ataxia 8,15,14,61,61,0.001,0.002
OMIM:610245,Spinocerebellar ataxia 23,17,11,106,106,0.001,0.002
OMIM:615314,Craniosynostosis 3,14,5,31,31,0.001,0.002
OMIM:616779,"Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",14,10,82,82,0.001,0.002
OMIM:618973,"Neurodegeneration, infantile-onset, biotin-responsive",18,13,65,65,0.001,0.002
OMIM:611228,"Charcot-Marie-Tooth disease, type 4J",14,9,51,51,0.001,0.002
OMIM:610644,"Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,xx sex reversal",18,6,32,32,0.001,0.002
OMIM:619072,Neurodevelopmental disorder with seizures and brain atrophy,16,9,56,56,0.001,0.002
OMIM:300717,"Myopathy, reducing body, X-linked, early-onset, severe",13,8,32,32,0.001,0.002
OMIM:614594,Olmsted syndrome 1,17,11,68,68,0.001,0.002
OMIM:172700,Pick disease of brain,17,9,136,136,0.001,0.002
OMIM:607313,"Gaze palsy, familial horizontal, with progressive scoliosis, 1",16,10,40,40,0.001,0.002
OMIM:150400,"Tooth agenesis, selective, 4",16,7,73,73,0.001,0.003
OMIM:614019,Lissencephaly 4,16,10,58,58,0.001,0.004
OMIM:105400,Amyotrophic lateral sclerosis 1,13,9,51,51,0.001,0.002
OMIM:300067,"Lissencephaly, X-linked, 1",15,12,56,56,0.001,0.005
OMIM:620047,"Microcephaly 29, primary, autosomal recessive",17,6,48,48,0.001,0.004
OMIM:606889,Alzheimer disease-4,18,12,120,120,0.001,0.002
OMIM:263570,"Polyglucosan body neuropathy, adult form",15,11,68,68,0.001,0.002
OMIM:249400,"Neurocutaneous melanosis, somatic",12,8,48,48,0.001,0.002
OMIM:613710,Thiamine metabolism dysfunction syndrome 4 (bilateral striatal degenerationand progressive polyneuropathy type),12,11,27,27,0.001,0.002
OMIM:202400,"Afibrinogenemia, congenitalhypofibrinogenemia, congenital, included",14,2,82,82,0.001,0.003
OMIM:612989,Optic atrophy 7 with or without auditory neuropathy,12,11,36,36,0.001,0.002
OMIM:615599,"Neurodevelopmental disorder with feeding difficulties, thin corpus callosum, and foot deformity",17,14,79,79,0.001,0.005
OMIM:613671,"Impaired intellectual development, anterior maxillary protrusion, and strabismus",15,9,29,29,0.001,0.004
OMIM:615982,Bardet-Biedl syndrome 4,14,14,16,16,0.001,0.002
OMIM:619835,"3-methylglutaconic aciduria, type VIIA, autosomal dominant",17,11,59,59,0.001,0.002
OMIM:620865,"Ehlers-Danlos syndrome, classic-like, 3",18,12,48,48,0.001,0.002
OMIM:615821,"Cardiomyopathy, dilated, with woolly hair, keratoderma, and tooth agenesis",15,10,52,52,0.001,0.003
OMIM:613676,Seckel syndrome 4,12,4,18,18,0.001,0.002
OMIM:615763,"Cortical dysplasia, complex, with other brain malformations 5",16,9,81,81,0.001,0.002
OMIM:616322,"Myasthenic syndrome, congenital, 3B, fast-channel",14,12,23,23,0.001,0.001
OMIM:616684,"Charcot-Marie-Tooth disease, type 4K",14,12,32,32,0.001,0.002
OMIM:306700,Hemophilia A,13,3,68,68,0.001,0.002
OMIM:601098,"Charcot-Marie-Tooth disease, demyelinating, type 1C",18,10,106,106,0.001,0.003
OMIM:193400,"von Willebrand disease, type 1",16,4,90,90,0.001,0.011
OMIM:617598,Mosaic variegated aneuploidy syndrome 3,16,9,12,12,0.001,0.002
OMIM:304100,"Corpus callosum, partial agenesis of, X-linked",17,14,82,82,0.001,0.004
OMIM:137200,"Neuromyotonia and axonal neuropathy, autosomal recessive",12,9,17,17,0.001,0.002
OMIM:248450,Manitoba oculotrichoanal syndrome,15,6,30,30,0.001,0.003
OMIM:300419,"Intellectual developmental disorder, X-linked 29",12,6,10,10,0.0009,0.002
OMIM:277450,"Vitamin K-dependent clotting factors, combined deficiency of, 1",17,8,82,82,0.0009,0.002
OMIM:187900,"Bleeding disorder, platelet-type, 17",16,6,120,120,0.0009,0.001
OMIM:615368,Lethal congenital contracture syndrome 5,16,10,23,23,0.0009,0.002
OMIM:615382,Nephronophthisis 16,12,5,21,21,0.0009,0.009
OMIM:619816,"Epidermolysis bullosa, junctional 5A, intermediate",12,5,46,46,0.0009,0.002
OMIM:306900,Hemophilia B,14,4,67,67,0.0009,0.001
OMIM:620703,Yuksel-Vogel-Bauser syndrome,17,8,22,22,0.0009,0.002
OMIM:231200,Bernard-Soulier syndrome,13,5,78,78,0.0009,0.001
OMIM:609583,Joubert syndrome 4,17,10,46,46,0.0009,0.002
OMIM:613096,"Spastic paraplegia 36, autosomal dominant",13,8,41,41,0.0009,0.002
OMIM:602400,"Ichthyosis, congenital, autosomal recessive 11",17,11,88,88,0.0009,0.003
OMIM:105120,"Amyloidosis, Finnish type",16,8,25,25,0.0009,0.007
OMIM:616501,"Mitochondrial complex IV deficiency, nuclear type 13",14,9,22,22,0.0009,0.006
OMIM:611722,"Krabbe disease, atypical, due to saposin A deficiency",16,10,58,58,0.0009,0.002
OMIM:614514,"Thrombophilia due to protein S deficiency, autosomal recessive",12,7,39,39,0.0009,0.001
OMIM:614931,"Ectodermal dysplasia 9, hair/nail type",18,13,69,69,0.0009,0.002
OMIM:618663,"Epileptic encephalopathy, early infantile, 81",17,9,50,50,0.0009,0.004
OMIM:245552,Lambotte syndrome,14,9,17,17,0.0009,0.002
OMIM:155100,Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,17,7,93,93,0.0009,0.001
OMIM:258850,Orofaciodigital syndrome III,16,9,26,26,0.0009,0.002
OMIM:256100,Nephronophthisis 1,12,4,28,28,0.0009,0.004
OMIM:601494,"Cardiomyopathy, dilated, 1D",12,5,55,55,0.0009,0.005
OMIM:203100,"Albinism, oculocutaneous, type IA",16,10,72,72,0.0009,0.002
OMIM:606772,"Impaired intellectual development, obesity, mandibular prognathism, and eye and skin anomalies",17,11,28,28,0.0009,0.005
OMIM:615524,"Microphthalmia, syndromic 12",15,10,15,15,0.0009,0.002
OMIM:619724,"Dystonia 34, myoclonic",13,7,36,36,0.0009,0.001
OMIM:615490,"Charcot-Marie-Tooth disease, axonal, type 2R",18,10,52,52,0.0009,0.002
OMIM:615862,Nephronophthisis 18,12,8,13,13,0.0009,0.002
OMIM:621331,Brain small vessel disease 5 with osteoporosis,17,11,95,95,0.0009,0.002
OMIM:609654,Short stature and facioauriculothoracic malformations,16,12,30,30,0.0009,0.001
OMIM:139090,Gray platelet syndrome,13,5,67,67,0.0009,0.001
OMIM:273900,Thrombocytopenia 3,13,6,69,69,0.0009,0.001
OMIM:153670,"Bernard-Soulier syndrome, type A2, autosomal dominant",15,6,94,94,0.0009,0.001
OMIM:601345,"Ectodermal dysplasia with natal teeth, Turnpenny type",15,9,66,66,0.0009,0.006
OMIM:613225,"Factor XIII, A subunit, deficiency of",12,5,66,66,0.0009,0.001
OMIM:277580,Waardenburg-Shah syndrome,16,11,29,29,0.0009,0.002
OMIM:244200,Hypogonadotropic hypogonadism 3 with or without anosmia,17,10,27,27,0.0009,0.002
OMIM:620193,Lacrimoauriculodentodigital syndrome-3,16,10,35,35,0.0009,0.002
OMIM:618815,"Chromosome 1p36.33 duplication syndrome, ATAD3 gene cluster",18,13,20,20,0.0009,0.002
OMIM:219730,Ventriculomegaly with cystic kidney disease,14,9,18,18,0.0009,0.002
OMIM:619303,"Pontocerebellar hypoplasia, type 1E",14,8,31,31,0.0009,0.002
OMIM:604387,Nephronophthisis 3,14,7,55,55,0.0009,0.005
OMIM:601003,Brody myopathy,16,13,46,46,0.0009,0.002
OMIM:621106,"Tubulointerstitial kidney disease, autosomal dominant 6",15,10,68,68,0.0009,0.005
OMIM:611773,"Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps",13,11,24,24,0.0009,0.002
OMIM:619267,Glanzmann thrombasthenia 2,13,2,78,78,0.0009,0.001
OMIM:310300,"Emery-Dreifuss muscular dystrophy 1, X-linked",18,8,44,44,0.0009,0.002
OMIM:616784,Joubert syndrome 26,16,11,22,22,0.0009,0.003
OMIM:600858,"Cardiomyopathy, familial hypertrophic, 6",16,8,105,105,0.0009,0.006
OMIM:618959,"Epileptic encephalopathy, early infantile, 88",16,5,41,41,0.0009,0.002
OMIM:614296,"Wolfram-like syndrome, autosomal dominant",18,12,36,36,0.0009,0.002
OMIM:615957,Spinocerebellar ataxia 38,12,9,37,37,0.0009,0.002
OMIM:616286,Lethal congenital contracture syndrome 7,17,12,52,52,0.0009,0.002
OMIM:602032,"Ectodermal dysplasia 4, hair/nail type",14,9,68,68,0.0009,0.001
OMIM:621164,"Polycystic kidney disease 9, susceptibility to",15,5,52,52,0.0009,0.004
OMIM:615411,"Cortical dysplasia, complex, with other brain malformations 3",14,12,66,66,0.0009,0.002
OMIM:253700,"Muscular dystrophy, limb-girdle, type 2C",18,8,68,68,0.0009,0.002
OMIM:620486,"Bleeding disorder, platelet-type, 25",12,2,66,66,0.0009,0.001
OMIM:309545,"Intellectual developmental disorder, X-linked syndromic 12",12,7,21,21,0.0009,0.005
OMIM:620452,Amyotrophic lateral sclerosis 28,17,10,49,49,0.0009,0.002
OMIM:618655,"Myopathy, distal, 6, adult onset",12,5,45,45,0.0009,0.003
OMIM:164300,Oculopharyngeal muscular dystrophy,14,10,23,23,0.0009,0.002
OMIM:619142,Cardioacrofacial dysplasia 1,15,8,39,39,0.0008,0.002
OMIM:618300,"Ciliary dyskinesia, primary, 40",17,10,38,38,0.0008,0.002
OMIM:610205,Alagille syndrome 2,18,12,32,32,0.0008,0.005
OMIM:618129,"Muscular dystrophy, limb-girdle, autosomal dominant 4",14,9,56,56,0.0008,0.002
OMIM:613243,"Cardiomyopathy, familial hypertrophic, 13",14,6,56,56,0.0008,0.002
OMIM:300580,"Myopathy, congenital, with fiber-type disproportion, X-linked",15,8,23,23,0.0008,0.002
OMIM:144755,Hyperostosis cranialis interna,18,12,46,46,0.0008,0.002
