rank,disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
4272,OMIM:618233,"Mitochondrial complex I deficiency, nuclear type 10",OMIM,22,22,0,0,0,0,17,231,77,154,77,1,0,0.001599,0.027740,RANKABLE
4273,ORPHA:314918,Mild Canavan disease,ORPHA,16,16,0,0,0,0,11,120,51,69,51,0,0,0.001599,0.007110,RANKABLE
4274,ORPHA:404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,ORPHA,11,11,0,0,0,0,9,55,37,18,37,0,0,0.001599,0.004703,RANKABLE
4275,ORPHA:98914,Presynaptic congenital myasthenic syndromes,ORPHA,67,67,0,0,0,0,35,2211,526,1685,526,6,0,0.001599,0.027740,RANKABLE
4276,ORPHA:590,Congenital myasthenic syndrome,ORPHA,67,67,0,0,0,0,35,2211,526,1685,526,6,0,0.001599,0.027740,RANKABLE
4277,ORPHA:35737,Morning glory disc anomaly,ORPHA,7,7,0,0,0,0,5,21,21,0,21,0,0,0.001599,0.002495,RANKABLE
4278,ORPHA:436,Hypophosphatasia,ORPHA,20,20,0,0,0,0,15,190,34,156,34,0,0,0.001599,0.002567,RANKABLE
4279,ORPHA:816,Sjögren-Larsson syndrome,ORPHA,28,28,0,0,0,0,25,378,105,273,105,0,0,0.001598,0.003794,RANKABLE
4280,ORPHA:67042,Late-onset retinal degeneration,ORPHA,22,22,0,0,0,0,10,231,231,0,231,0,0,0.001598,0.006614,RANKABLE
4281,OMIM:620303,"Pituitary hormone deficiency, combined or isolated, 8",OMIM,15,15,0,0,0,0,4,105,58,47,58,0,0,0.001597,0.002510,RANKABLE
4282,OMIM:301148,Retinitis pigmentosa 99,OMIM,12,12,0,0,0,0,6,66,66,0,66,0,0,0.001597,0.002521,RANKABLE
4283,ORPHA:15,Achondroplasia,ORPHA,39,39,0,0,0,0,21,741,330,411,330,0,0,0.001597,0.002367,RANKABLE
4284,ORPHA:2311,Autosomal recessive spondylocostal dysostosis,ORPHA,38,38,0,0,0,0,27,703,202,501,202,3,0,0.001597,0.024187,RANKABLE
4285,ORPHA:1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,ORPHA,13,13,0,0,0,0,12,78,29,49,29,0,0,0.001597,0.001698,RANKABLE
4286,OMIM:242520,"Ichthyosis, hepatosplenomegaly, and cerebellar degeneration",OMIM,4,4,0,0,0,0,3,6,1,5,1,0,0,0.001596,0.001596,RANKABLE
4287,OMIM:609060,Combined oxidative phosphorylation deficiency 1,OMIM,27,27,0,0,0,0,17,351,105,246,105,2,0,0.001596,0.025522,RANKABLE
4288,OMIM:619501,Ventriculomegaly and arthrogryposis,OMIM,8,8,0,0,0,0,5,28,9,19,9,0,0,0.001596,0.001868,RANKABLE
4289,OMIM:301071,"Thrombophilia 13, X-linked, due to factor VIII defect",OMIM,15,15,0,0,0,0,8,105,53,52,53,1,0,0.001595,0.011471,RANKABLE
4290,OMIM:620372,Hypersulfaturia,OMIM,4,4,0,0,0,0,1,6,2,4,2,0,0,0.001595,0.002079,RANKABLE
4291,OMIM:609441,"Acromesomelic dysplasia, Demirhan type",OMIM,24,24,0,0,0,0,12,276,156,120,156,0,0,0.001595,0.002510,RANKABLE
4292,OMIM:611147,Paroxysmal nonkinesigenic dyskinesia 2,OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001595,0.001682,RANKABLE
4293,OMIM:132300,"Epilepsy, reading",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.001595,0.001595,RANKABLE
4294,OMIM:132090,"Epilepsy, benign occipital",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.001595,0.001595,RANKABLE
4295,OMIM:617173,Intellectual developmental disorder with cardiac arrhythmia,OMIM,11,11,0,0,0,0,9,55,10,45,10,0,0,0.001595,0.004703,RANKABLE
4296,ORPHA:867,Familial multiple trichoepithelioma,ORPHA,4,4,0,0,0,0,4,6,6,0,6,0,0,0.001595,0.001982,RANKABLE
4297,OMIM:613862,Retinitis pigmentosa 38,OMIM,7,7,0,0,0,0,6,21,21,0,21,0,0,0.001594,0.002551,RANKABLE
4298,OMIM:614464,Joubert syndrome 15,OMIM,15,15,0,0,0,0,10,105,27,78,27,0,0,0.001594,0.006522,RANKABLE
4299,OMIM:218330,Cranioectodermal dysplasia,OMIM,65,65,0,0,0,0,36,2080,490,1590,490,5,0,0.001594,0.023567,RANKABLE
4300,OMIM:193090,Transcobalamin I deficiency,OMIM,3,3,0,0,0,0,3,3,1,2,1,0,0,0.001594,0.001594,RANKABLE
4301,ORPHA:2524,Pontocerebellar hypoplasia type 2,ORPHA,39,39,0,0,0,0,17,741,332,409,332,9,0,0.001594,0.024440,RANKABLE
4302,OMIM:112700,"Brachydactyly, type A3",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001593,0.002333,RANKABLE
4303,OMIM:621102,Neurodevelopmental disorder with progressive spasticity and brain abnormalities,OMIM,78,78,0,0,0,0,60,3003,800,2203,800,20,0,0.001593,0.035209,RANKABLE
4304,OMIM:614134,"Stickler syndrome, type IV",OMIM,27,27,0,0,0,0,15,351,109,242,109,0,0,0.001593,0.002300,RANKABLE
4305,ORPHA:2839,Pelvis-shoulder dysplasia,ORPHA,41,41,0,0,0,0,22,820,266,554,266,0,0,0.001593,0.003540,RANKABLE
4306,ORPHA:174,"Metaphyseal chondrodysplasia, Schmid type",ORPHA,33,33,0,0,0,0,19,528,407,121,407,0,0,0.001593,0.007050,RANKABLE
4307,OMIM:301069,Chromosome Xq13 duplication syndrome,OMIM,41,41,0,0,0,0,20,820,169,651,169,3,0,0.001592,0.032790,RANKABLE
4308,OMIM:188740,"Tibia, hypoplasia or aplasia of, with polydactyly",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001592,0.002012,RANKABLE
4309,OMIM:112500,"Brachydactyly, type A1",OMIM,21,21,0,0,0,0,9,210,190,20,190,0,0,0.001591,0.002207,RANKABLE
4310,OMIM:613617,Retinitis pigmentosa 58,OMIM,9,9,0,0,0,0,5,36,36,0,36,0,0,0.001591,0.002601,RANKABLE
4311,OMIM:620536,"Alport syndrome 3B, autosomal recessive",OMIM,10,10,0,0,0,0,6,45,24,21,24,0,0,0.001591,0.004908,RANKABLE
4312,ORPHA:65759,Carpenter syndrome,ORPHA,40,40,0,0,0,0,29,780,315,465,315,0,0,0.001591,0.003246,RANKABLE
4313,ORPHA:486815,Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,ORPHA,30,30,0,0,0,0,16,435,101,334,101,2,0,0.001591,0.024440,RANKABLE
4314,ORPHA:3375,Trisomy X syndrome,ORPHA,31,31,0,0,0,0,23,465,74,391,74,0,0,0.001591,0.004703,RANKABLE
4315,ORPHA:977,Adrenomyodystrophy,ORPHA,16,16,0,0,0,0,12,120,14,106,14,0,0,0.001591,0.004147,RANKABLE
4316,ORPHA:52056,Ulnar/fibula ray defect-brachydactyly syndrome,ORPHA,12,12,0,0,0,0,9,66,29,37,29,0,0,0.001591,0.002171,RANKABLE
4317,ORPHA:95232,Lissencephaly due to LIS1 mutation,ORPHA,44,44,0,0,0,0,23,946,613,333,613,13,0,0.001591,0.022393,RANKABLE
4318,OMIM:618811,Mitochondrial DNA depletion syndrome 18,OMIM,17,17,0,0,0,0,11,136,33,103,33,0,0,0.001590,0.009723,RANKABLE
4319,OMIM:609945,"Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia",OMIM,71,71,0,0,0,0,43,2485,1087,1398,1087,0,0,0.001590,0.002557,RANKABLE
4320,ORPHA:72,Angelman syndrome,ORPHA,71,71,0,0,0,0,43,2485,795,1690,795,14,0,0.001590,0.027740,RANKABLE
4321,ORPHA:93397,Brachydactyly type A7,ORPHA,17,17,0,0,0,0,7,136,136,0,136,0,0,0.001590,0.002012,RANKABLE
4322,ORPHA:416,Primary hyperoxaluria,ORPHA,33,33,0,0,0,0,20,528,83,445,83,0,0,0.001590,0.006010,RANKABLE
4323,OMIM:186300,"Syndactyly, type V",OMIM,23,23,0,0,0,0,10,253,253,0,253,0,0,0.001589,0.002171,RANKABLE
4324,OMIM:617460,Retinitis pigmentosa 79,OMIM,8,8,0,0,0,0,5,28,28,0,28,0,0,0.001589,0.002551,RANKABLE
4325,OMIM:228980,"Fleck retina, familial benign",OMIM,3,3,0,0,0,0,3,3,3,0,3,0,0,0.001589,0.001674,RANKABLE
4326,OMIM:621018,"Basal ganglia calcification, idiopathic, 10, autosomal recessive",OMIM,15,15,0,0,0,0,10,105,58,47,58,1,0,0.001588,0.030113,RANKABLE
4327,OMIM:201910,"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency",OMIM,12,12,0,0,0,0,8,66,10,56,10,0,0,0.001588,0.002605,RANKABLE
4328,ORPHA:56,Alkaptonuria,ORPHA,50,50,0,0,0,0,31,1225,234,991,234,1,0,0.001588,0.011801,RANKABLE
4329,ORPHA:100986,Autosomal recessive spastic paraplegia type 5A,ORPHA,24,24,0,0,0,0,18,276,126,150,126,3,0,0.001588,0.011171,RANKABLE
4330,OMIM:620011,"Spinal muscular atrophy, distal, autosomal recessive, 6",OMIM,25,25,0,0,0,0,14,300,112,188,112,5,0,0.001587,0.017610,RANKABLE
4331,OMIM:616366,"Epileptic encephalopathy, early infantile, 32",OMIM,12,12,0,0,0,0,9,66,55,11,55,0,0,0.001587,0.004372,RANKABLE
4332,OMIM:107550,"Aortic arch interruption, facial palsy, and retinal coloboma",OMIM,6,6,0,0,0,0,4,15,2,13,2,0,0,0.001587,0.002226,RANKABLE
4333,ORPHA:589905,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,ORPHA,38,38,0,0,0,0,22,703,104,599,104,3,0,0.001587,0.023567,RANKABLE
4334,ORPHA:1706,Mosaic trisomy 15 syndrome,ORPHA,6,6,0,0,0,0,6,15,5,10,5,0,0,0.001587,0.002035,RANKABLE
4335,OMIM:245550,Lambert syndrome,OMIM,9,9,0,0,0,0,4,36,8,28,8,0,0,0.001586,0.003483,RANKABLE
4336,OMIM:314390,"VACTERL association, X-linked",OMIM,24,24,0,0,0,0,13,276,41,235,41,0,0,0.001586,0.006209,RANKABLE
4337,OMIM:268250,Rhizomelic syndrome,OMIM,9,9,0,0,0,0,7,36,22,14,22,0,0,0.001586,0.002011,RANKABLE
4338,OMIM:609195,"Spastic paraplegia 26, autosomal recessive",OMIM,28,28,0,0,0,0,18,378,186,192,186,0,0,0.001585,0.009393,RANKABLE
4339,OMIM:271665,"Spondylometaepiphyseal dysplasia, short Limb-Hand type",OMIM,63,63,0,0,0,0,29,1953,1057,896,1057,0,0,0.001585,0.002530,RANKABLE
4340,ORPHA:93311,Multiple epiphyseal dysplasia type 5,ORPHA,22,22,0,0,0,0,14,231,190,41,190,0,0,0.001585,0.002702,RANKABLE
4341,OMIM:601794,Coloboma-Obesity-Hypogenitalism-Impaired intellectual development syndrome,OMIM,11,11,0,0,0,0,9,55,10,45,10,0,0,0.001584,0.002289,RANKABLE
4342,OMIM:616939,"Chorea, childhood-onset, with psychomotor retardation",OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.001584,0.004372,RANKABLE
4343,OMIM:614324,Ovarian dysgenesis 3,OMIM,6,6,0,0,0,0,1,15,6,9,6,0,0,0.001584,0.002630,RANKABLE
4344,ORPHA:3250,Proximal symphalangism,ORPHA,15,15,0,0,0,0,13,105,78,27,78,0,0,0.001584,0.002486,RANKABLE
4345,ORPHA:2636,Microcephalic osteodysplastic primordial dwarfism types I and III,ORPHA,74,74,0,0,0,0,48,2701,800,1901,800,1,0,0.001584,0.010671,RANKABLE
4346,ORPHA:251623,Pituicytoma,ORPHA,20,20,0,0,0,0,10,190,96,94,96,0,0,0.001584,0.002980,RANKABLE
4347,OMIM:611040,"Microphthalmia, isolated 5",OMIM,14,14,0,0,0,0,8,91,91,0,91,0,0,0.001583,0.002521,RANKABLE
4348,OMIM:613983,Retinitis pigmentosa 60,OMIM,11,11,0,0,0,0,8,55,55,0,55,0,0,0.001583,0.002551,RANKABLE
4349,ORPHA:209956,Idiopathic uveal effusion syndrome,ORPHA,13,13,0,0,0,0,7,78,66,12,66,0,0,0.001583,0.002226,RANKABLE
4350,ORPHA:254857,Lethal infantile mitochondrial myopathy,ORPHA,11,11,0,0,0,0,6,55,6,49,6,0,0,0.001583,0.001698,RANKABLE
4351,OMIM:619424,"Myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy",OMIM,22,22,0,0,0,0,9,231,65,166,65,0,0,0.001582,0.006380,RANKABLE
4352,OMIM:175700,Greig cephalopolysyndactyly syndrome,OMIM,51,51,0,0,0,0,33,1275,479,796,479,0,0,0.001582,0.004006,RANKABLE
4353,OMIM:220600,Split-Hand/foot malformation 1 with sensorineural hearing loss,OMIM,7,7,0,0,0,0,2,21,10,11,10,0,0,0.001582,0.001905,RANKABLE
4354,OMIM:615298,"Symphalangism, proximal, 1B",OMIM,5,5,0,0,0,0,4,10,10,0,10,0,0,0.001582,0.001738,RANKABLE
4355,OMIM:618250,"Mitochondrial complex I deficiency, nuclear type 29",OMIM,22,22,0,0,0,0,13,231,37,194,37,0,0,0.001582,0.003659,RANKABLE
4356,OMIM:619007,Retinitis pigmentosa 90,OMIM,9,9,0,0,0,0,6,36,36,0,36,0,0,0.001582,0.002300,RANKABLE
4357,ORPHA:3144,Schneckenbecken dysplasia,ORPHA,26,26,0,0,0,0,18,325,176,149,176,0,0,0.001582,0.002617,RANKABLE
4358,ORPHA:431361,Progressive encephalopathy with leukodystrophy due to DECR deficiency,ORPHA,28,28,0,0,0,0,20,378,118,260,118,3,0,0.001582,0.016050,RANKABLE
4359,ORPHA:79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,ORPHA,17,17,0,0,0,0,10,136,47,89,47,1,0,0.001582,0.011460,RANKABLE
4360,OMIM:621237,"Cardiomyopathy, dilated, 2L",OMIM,28,28,0,0,0,0,16,378,97,281,97,3,0,0.001581,0.022687,RANKABLE
4361,OMIM:603194,"Meckel syndrome, type 2",OMIM,15,15,0,0,0,0,12,105,28,77,28,0,0,0.001581,0.003550,RANKABLE
4362,ORPHA:85288,"X-linked intellectual disability, Stocco Dos Santos type",ORPHA,17,17,0,0,0,0,11,136,15,121,15,0,0,0.001581,0.004006,RANKABLE
4363,ORPHA:1449,Ring chromosome 7 syndrome,ORPHA,58,58,0,0,0,0,31,1653,443,1210,443,2,1,0.001581,0.266649,RANKABLE
4364,ORPHA:217377,Microduplication Xp11.22p11.23 syndrome,ORPHA,12,12,0,0,0,0,8,66,14,52,14,0,0,0.001581,0.004703,RANKABLE
4365,OMIM:605808,Birdshot chorioretinopathy,OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.001580,0.002487,RANKABLE
4366,ORPHA:271861,Hereditary ATTR amyloidosis,ORPHA,36,36,0,0,0,0,20,630,93,537,93,3,0,0.001580,0.024571,RANKABLE
4367,OMIM:613810,Retinitis pigmentosa 43,OMIM,10,10,0,0,0,0,7,45,45,0,45,0,0,0.001579,0.002551,RANKABLE
4368,OMIM:118650,"Chondrodysplasia punctata, autosomal dominantchondrodysplasia punctata due to vitamin K deficiency, included",OMIM,13,13,0,0,0,0,6,78,20,58,20,0,0,0.001579,0.002348,RANKABLE
4369,OMIM:608643,Aromatic L-amino acid decarboxylase deficiency,OMIM,37,37,0,0,0,0,21,666,197,469,197,3,0,0.001579,0.024571,RANKABLE
4370,OMIM:620483,"Variegate porphyria, childhood-onset",OMIM,20,20,0,0,0,0,15,190,39,151,39,0,0,0.001579,0.004372,RANKABLE
4371,OMIM:151200,Chromosome 8q22.1 duplication syndrome,OMIM,27,27,0,0,0,0,15,351,139,212,139,0,0,0.001578,0.002223,RANKABLE
4372,OMIM:140350,Hawkinsinuria,OMIM,11,11,0,0,0,0,5,55,18,37,18,0,0,0.001578,0.002309,RANKABLE
4373,DECIPHER:58,Leri-Weill dyschondrostosis (LWD) - SHOX deletion,DECIPHER,4,4,0,0,0,0,1,6,3,3,3,0,0,0.001578,0.001730,RANKABLE
4374,DECIPHER:34,Potocki-Shaffer syndrome,DECIPHER,5,5,0,0,0,0,4,10,3,7,3,0,0,0.001578,0.001912,RANKABLE
4375,ORPHA:177910,Prader-Willi syndrome due to imprinting mutation,ORPHA,18,18,0,0,0,0,13,153,15,138,15,0,0,0.001578,0.001989,RANKABLE
4376,ORPHA:2760,OSLAM syndrome,ORPHA,7,7,0,0,0,0,4,21,4,17,4,0,0,0.001578,0.001814,RANKABLE
4377,ORPHA:191,Cockayne syndrome,ORPHA,118,118,0,0,0,0,77,6903,1391,5512,1391,21,0,0.001578,0.031757,RANKABLE
4378,OMIM:156900,"Microphthalmia, isolated, with corectopia",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001577,0.001733,RANKABLE
4379,OMIM:166600,"Osteopetrosis, autosomal dominant 2",OMIM,13,13,0,0,0,0,5,78,45,33,45,0,0,0.001577,0.002293,RANKABLE
4380,OMIM:130900,"Amelogenesis imperfecta, type III",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001577,0.002343,RANKABLE
4381,OMIM:619717,"Intellectual developmental disorder, autosomal recessive 73",OMIM,35,35,0,0,0,0,18,595,121,474,121,1,0,0.001577,0.056019,RANKABLE
4382,OMIM:223800,Dyggve-Melchior-Clausen disease,OMIM,63,63,0,0,0,0,32,1953,1131,822,1131,0,0,0.001577,0.004341,RANKABLE
4383,ORPHA:317,Erythrokeratodermia variabilis,ORPHA,29,29,0,0,0,0,24,406,117,289,117,0,0,0.001577,0.003331,RANKABLE
4384,ORPHA:171617,Autosomal dominant spastic paraplegia type 38,ORPHA,19,19,0,0,0,0,8,171,102,69,102,0,0,0.001577,0.009723,RANKABLE
4385,ORPHA:93409,"Brachydactyly-syndactyly, Zhao type",ORPHA,7,7,0,0,0,0,2,21,21,0,21,0,0,0.001577,0.002118,RANKABLE
4386,OMIM:148210,"Keratitis-Ichthyosis-Deafness syndrome, autosomal dominant",OMIM,26,26,0,0,0,0,15,325,112,213,112,2,0,0.001576,0.037670,RANKABLE
4387,OMIM:614676,"Cardiomyopathy, familial hypertrophic, 21",OMIM,6,6,0,0,0,0,5,15,10,5,10,0,0,0.001575,0.005894,RANKABLE
4388,OMIM:618150,Saul-Wilson syndrome,OMIM,40,40,0,0,0,0,29,780,197,583,197,0,0,0.001575,0.002352,RANKABLE
4389,ORPHA:3265,Isolated humero-radial synostosis,ORPHA,11,11,0,0,0,0,9,55,25,30,25,0,0,0.001575,0.002292,RANKABLE
4390,ORPHA:210122,Congenital alveolar capillary dysplasia,ORPHA,23,23,0,0,0,0,11,253,105,148,105,0,0,0.001575,0.007454,RANKABLE
4391,OMIM:621154,"Neurodevelopmental disorder with poor growth, seizures, and brain abnormalities",OMIM,96,96,0,0,0,0,54,4560,983,3577,983,17,0,0.001574,0.047486,RANKABLE
4392,OMIM:602361,Gracile bone dysplasia,OMIM,19,19,0,0,0,0,12,171,21,150,21,0,0,0.001574,0.003689,RANKABLE
4393,OMIM:617243,"Fanconi anemia, complementation group V",OMIM,8,8,0,0,0,0,6,28,7,21,7,0,0,0.001574,0.005415,RANKABLE
4394,OMIM:253000,Mucopolysaccharidosis IVA,OMIM,47,47,0,0,0,0,27,1081,421,660,421,1,0,0.001574,0.013432,RANKABLE
4395,ORPHA:2050,Cole-Carpenter syndrome,ORPHA,26,26,0,0,0,0,19,325,141,184,141,0,0,0.001574,0.002617,RANKABLE
4396,OMIM:614847,"Epilepsy, idiopathic generalized, susceptibility to, 12",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.001573,0.001573,RANKABLE
4397,OMIM:166220,"Osteogenesis imperfecta, type IV",OMIM,15,15,0,0,0,0,8,105,56,49,56,0,0,0.001573,0.002152,RANKABLE
4398,OMIM:621091,Ocular pterygium-digital keloid dysplasia syndrome,OMIM,16,16,0,0,0,0,12,120,34,86,34,0,0,0.001573,0.002889,RANKABLE
4399,OMIM:215500,"Choroidal dystrophy, central areolar 1",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001573,0.002306,RANKABLE
4400,OMIM:132450,"Epiphyseal dysplasia, multiple, with myopia and conductive deafness",OMIM,13,13,0,0,0,0,8,78,15,63,15,0,0,0.001573,0.002254,RANKABLE
4401,OMIM:614494,Retinitis pigmentosa 63,OMIM,4,4,0,0,0,0,4,6,6,0,6,0,0,0.001573,0.002551,RANKABLE
4402,ORPHA:90650,Otopalatodigital syndrome type 1,ORPHA,27,27,0,0,0,0,14,351,171,180,171,0,0,0.001573,0.002707,RANKABLE
4403,ORPHA:54,X-linked recessive ocular albinism,ORPHA,14,14,0,0,0,0,10,91,58,33,58,0,0,0.001573,0.007537,RANKABLE
4404,ORPHA:99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2,ORPHA,45,45,0,0,0,0,25,990,384,606,384,4,0,0.001573,0.012245,RANKABLE
4405,ORPHA:50945,Blomstrand lethal chondrodysplasia,ORPHA,37,37,0,0,0,0,18,666,230,436,230,0,0,0.001573,0.003064,RANKABLE
4406,ORPHA:364028,X-linked intellectual disability due to GRIA3 mutations,ORPHA,57,57,0,0,0,0,35,1596,478,1118,478,5,0,0.001573,0.018827,RANKABLE
4407,OMIM:620375,"Muscular dystrophy, limb-girdle, autosomal recessive 28",OMIM,33,33,0,0,0,0,20,528,135,393,135,3,0,0.001572,0.010496,RANKABLE
4408,OMIM:308990,"Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis",OMIM,14,14,0,0,0,0,7,91,73,18,73,0,0,0.001572,0.006179,RANKABLE
4409,OMIM:143095,Spondyloepiphyseal dysplasia with congenital joint dislocations,OMIM,74,74,0,0,0,0,45,2701,1012,1689,1012,0,0,0.001572,0.004508,RANKABLE
4410,OMIM:612335,"Spastic paraplegia 38, autosomal dominant",OMIM,14,14,0,0,0,0,8,91,60,31,60,0,0,0.001572,0.009897,RANKABLE
4411,OMIM:127700,"Dyslexia, susceptibility to, 1",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001572,0.001572,RANKABLE
4412,OMIM:300123,"Intellectual developmental disorder, X-linked, with isolated growth hormone deficiency",OMIM,6,6,0,0,0,0,4,15,8,7,8,0,0,0.001571,0.003756,RANKABLE
4413,OMIM:220150,"Hypouricemia, renal, 1",OMIM,11,11,0,0,0,0,2,55,41,14,41,1,0,0.001571,0.011460,RANKABLE
4414,OMIM:610125,"Microphthalmia, syndromic 5",OMIM,64,64,0,0,0,0,37,2016,517,1499,517,0,0,0.001571,0.005999,RANKABLE
4415,OMIM:619648,Zaki syndrome,OMIM,49,49,0,0,0,0,31,1176,303,873,303,8,0,0.001571,0.019513,RANKABLE
4416,OMIM:614723,Adenine phosphoribosyltransferase deficiency,OMIM,10,10,0,0,0,0,5,45,28,17,28,0,0,0.001571,0.004233,RANKABLE
4417,ORPHA:85297,X-linked spinocerebellar ataxia type 3,ORPHA,6,6,0,0,0,0,6,15,2,13,2,0,0,0.001571,0.001605,RANKABLE
4418,OMIM:114000,Caffey disease,OMIM,13,13,0,0,0,0,5,78,66,12,66,0,0,0.001570,0.002007,RANKABLE
4419,OMIM:261640,"Hyperphenylalaninemia, BH4-deficient, A",OMIM,27,27,0,0,0,0,19,351,155,196,155,2,0,0.001570,0.027740,RANKABLE
4420,OMIM:614292,"Myopia, high, with cataract and vitreoretinal degeneration",OMIM,8,8,0,0,0,0,4,28,28,0,28,0,0,0.001570,0.002385,RANKABLE
4421,ORPHA:11,Pentasomy X syndrome,ORPHA,22,22,0,0,0,0,16,231,58,173,58,0,0,0.001570,0.004372,RANKABLE
4422,ORPHA:3129,Sarcosinemia,ORPHA,22,22,0,0,0,0,11,231,72,159,72,0,0,0.001570,0.003974,RANKABLE
4423,ORPHA:442582,AH amyloidosis,ORPHA,8,8,0,0,0,0,5,28,12,16,12,0,0,0.001570,0.002370,RANKABLE
4424,ORPHA:85193,Idiopathic juvenile osteoporosis,ORPHA,6,6,0,0,0,0,5,15,10,5,10,0,0,0.001570,0.002044,RANKABLE
4425,OMIM:619221,Sulfide:quinone oxidoreductase deficiency,OMIM,7,7,0,0,0,0,6,21,11,10,11,0,0,0.001569,0.002423,RANKABLE
4426,OMIM:620070,"Neurodevelopmental disorder with short stature, prominent forehead, and feeding difficulties",OMIM,47,47,0,0,0,0,25,1081,252,829,252,12,0,0.001569,0.024440,RANKABLE
4427,OMIM:205100,"Amyotrophic lateral sclerosis 2, juvenile",OMIM,49,49,0,0,0,0,27,1176,722,454,722,8,0,0.001569,0.056019,RANKABLE
4428,ORPHA:943,Malonic aciduria,ORPHA,19,19,0,0,0,0,16,171,35,136,35,0,0,0.001569,0.002528,RANKABLE
4429,ORPHA:314795,SHOX-related short stature,ORPHA,16,16,0,0,0,0,10,120,69,51,69,0,0,0.001569,0.002090,RANKABLE
4430,OMIM:148800,Kleeblattschaedel syndrome,OMIM,6,6,0,0,0,0,3,15,4,11,4,0,0,0.001568,0.001936,RANKABLE
4431,OMIM:193220,Vitreoretinochoroidopathy,OMIM,19,19,0,0,0,0,13,171,171,0,171,0,0,0.001568,0.009669,RANKABLE
4432,OMIM:612961,Multiple synostoses syndrome 3,OMIM,12,12,0,0,0,0,8,66,46,20,46,0,0,0.001568,0.002189,RANKABLE
4433,OMIM:309620,Christianson syndrome,OMIM,12,12,0,0,0,0,7,66,17,49,17,0,0,0.001568,0.002121,RANKABLE
4434,ORPHA:101011,Autosomal dominant spastic paraplegia type 31,ORPHA,17,17,0,0,0,0,12,136,78,58,78,3,0,0.001568,0.010785,RANKABLE
4435,ORPHA:457083,Isolated splenogonadal fusion,ORPHA,10,10,0,0,0,0,4,45,24,21,24,1,0,0.001568,0.010740,RANKABLE
4436,ORPHA:614,Thomsen and Becker disease,ORPHA,15,15,0,0,0,0,10,105,39,66,39,1,0,0.001568,0.026620,RANKABLE
4437,OMIM:618031,"Corneal dystrophy, posterior polymorphous, 4",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001567,0.001567,RANKABLE
4438,OMIM:112250,Diaphyseal medullary stenosis with malignant fibrous histiocytoma,OMIM,22,22,0,0,0,0,10,231,114,117,114,0,0,0.001567,0.002712,RANKABLE
4439,OMIM:612350,"Ehlers-Danlos syndrome, spondylodysplastic type, 3",OMIM,38,38,0,0,0,0,19,703,231,472,231,0,0,0.001567,0.002835,RANKABLE
4440,ORPHA:79435,Oculocutaneous albinism type 4,ORPHA,15,15,0,0,0,0,9,105,49,56,49,0,0,0.001567,0.003565,RANKABLE
4441,ORPHA:96263,"48,XXXY syndrome",ORPHA,62,62,0,0,0,0,43,1891,319,1572,319,3,0,0.001567,0.037980,RANKABLE
4442,ORPHA:86814,Familial adult myoclonic epilepsy,ORPHA,8,8,0,0,0,0,6,28,21,7,21,0,0,0.001567,0.001698,RANKABLE
4443,OMIM:607088,"Spinal muscular atrophy, distal, autosomal recessive, 3",OMIM,8,8,0,0,0,0,7,28,21,7,21,0,0,0.001566,0.006022,RANKABLE
4444,ORPHA:1305,Feingold syndrome,ORPHA,21,21,0,0,0,0,15,210,51,159,51,0,0,0.001566,0.006124,RANKABLE
4445,ORPHA:93267,Cloverleaf skull-multiple congenital anomalies syndrome,ORPHA,27,27,0,0,0,0,15,351,163,188,163,0,0,0.001566,0.003944,RANKABLE
4446,OMIM:144750,"Hyperostosis, endosteal",OMIM,13,13,0,0,0,0,7,78,25,53,25,0,0,0.001565,0.002461,RANKABLE
