disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
OMIM:149300,"Koilonychia, hereditary",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:252940,"Mucopolysaccharidosis, type IIID",OMIM,69,69,0,0,0,0,34,2346,435,1911,435,5,0,0.001441,0.029015,RANKABLE
OMIM:156220,"Meralgia paraesthetica, familial",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:618300,"Ciliary dyskinesia, primary, 40",OMIM,17,17,0,0,0,0,10,136,38,98,38,0,0,0.000828,0.002016,RANKABLE
OMIM:309950,"Muscular dystrophy, hemizygous Lethal type",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:617755,Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies,OMIM,27,27,0,0,0,0,16,351,112,239,112,0,0,0.001112,0.004703,RANKABLE
OMIM:184400,Sprengel deformity,OMIM,8,8,0,0,0,0,4,28,21,7,21,0,0,0.001299,0.001773,RANKABLE
OMIM:606658,Spinocerebellar ataxia 15,OMIM,32,32,0,0,0,0,23,496,321,175,321,0,0,0.001167,0.005196,RANKABLE
OMIM:100700,Achard syndrome,OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001564,0.001931,RANKABLE
OMIM:603720,"Deafness, autosomal recessive 16",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:135750,Laurin-Sandrow syndrome,OMIM,11,11,0,0,0,0,5,55,37,18,37,0,0,0.001716,0.002235,RANKABLE
OMIM:619793,Restrictive dermopathy 2,OMIM,16,16,0,0,0,0,11,120,15,105,15,2,0,0.003539,0.024440,RANKABLE
OMIM:158580,"Neuronopathy, distal hereditary motor, type VIIA",OMIM,12,12,0,0,0,0,9,66,27,39,27,0,0,0.001280,0.002691,RANKABLE
OMIM:178650,"Pulmonic stenosis, atrial septal defect, and unique electrocardiographicabnormalities",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.000540,0.001493,RANKABLE
OMIM:620674,"Neutropenia, severe congenital, 11, autosomal dominant",OMIM,23,23,0,0,0,0,11,253,123,130,123,91,20,0.067738,0.924373,RANKABLE
OMIM:615817,"Intellectual developmental disorder, autosomal recessive 43",OMIM,19,19,0,0,0,0,9,171,58,113,58,0,0,0.001389,0.004703,RANKABLE
OMIM:615803,"Pontocerebellar hypoplasia, type 10",OMIM,46,46,0,0,0,0,24,1035,301,734,301,2,0,0.000978,0.024440,RANKABLE
OMIM:202150,"Adrenal hypoplasia, congenital, with absent pituitary luteinizinghormone",OMIM,4,4,0,0,0,0,1,6,2,4,2,0,0,0.001811,0.002510,RANKABLE
OMIM:619787,"Epidermolysis bullosa, junctional 4, intermediate",OMIM,8,8,0,0,0,0,2,28,18,10,18,0,0,0.001095,0.002557,RANKABLE
OMIM:620106,"Spastic paraplegia 88, autosomal dominant",OMIM,19,19,0,0,0,0,11,171,141,30,141,0,0,0.001033,0.001675,RANKABLE
OMIM:618499,Noonan syndrome 11,OMIM,24,24,0,0,0,0,11,276,41,235,41,0,0,0.000590,0.002290,RANKABLE
OMIM:203500,Alkaptonuria,OMIM,25,25,0,0,0,0,14,300,90,210,90,0,0,0.001941,0.006241,RANKABLE
OMIM:619977,"Macular dystrophy, retinal, 4",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.001664,0.002300,RANKABLE
OMIM:239850,Hypertrichotic osteochondrodysplasia,OMIM,39,39,0,0,0,0,18,741,279,462,279,0,0,0.001164,0.002376,RANKABLE
OMIM:207000,Anosmia for isobutyric acid,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:613282,"Fatty liver disease, nonalcoholic, susceptibility to, 1",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:139630,Hairy nose tip,OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:300009,Dent disease 1,OMIM,31,31,0,0,0,0,16,465,198,267,198,0,0,0.001732,0.006179,RANKABLE
OMIM:610947,"Coronary artery disease, autosomal dominant 2",OMIM,11,11,0,0,0,0,7,55,17,38,17,0,0,0.001350,0.002378,RANKABLE
OMIM:179200,"Radial heads, posterior dislocation of",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000472,0.000657,RANKABLE
OMIM:247430,"Lymphoblastic transformation, inhibition of",OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:134300,Facial spasm,OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:615181,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11)",OMIM,20,20,0,0,0,0,17,190,82,108,82,0,0,0.001250,0.004372,RANKABLE
OMIM:130600,Elliptocytosis 2,OMIM,4,4,0,0,0,0,2,6,3,3,3,0,0,0.000431,0.000560,RANKABLE
OMIM:616488,"Neuropathy, hereditary sensory and autonomic, type VIII",OMIM,15,15,0,0,0,0,12,105,32,73,32,0,0,0.001186,0.001595,RANKABLE
OMIM:621224,Ectodermal dysplasia 17 with or without limb malformations,OMIM,55,55,0,0,0,0,33,1485,388,1097,388,10,0,0.002232,0.078390,RANKABLE
OMIM:606843,"Immunodeficiency with hyper-igm, type 3",OMIM,10,10,0,0,0,0,7,45,45,0,45,39,0,0.025843,0.054240,RANKABLE
OMIM:617796,"Intellectual developmental disorder, autosomal dominant 52",OMIM,55,55,0,0,0,0,29,1485,288,1197,288,0,0,0.000924,0.008019,RANKABLE
OMIM:307000,Hydrocephalus due to congenital stenosis of aqueduct of sylvius,OMIM,11,11,0,0,0,0,8,55,37,18,37,0,0,0.001151,0.001990,RANKABLE
OMIM:617219,"Chromosome 19q13.11 deletion syndrome, proximal",OMIM,16,16,0,0,0,0,13,120,18,102,18,0,0,0.001843,0.004372,RANKABLE
OMIM:535000,Leber optic atrophy,OMIM,12,12,0,0,0,0,8,66,22,44,22,0,0,0.001312,0.002404,RANKABLE
OMIM:619234,"Short stature, oligodontia, dysmorphic facies, and motor delay",OMIM,33,33,0,0,0,0,25,528,112,416,112,3,0,0.002009,0.024432,RANKABLE
OMIM:229100,Formiminotransferase deficiency,OMIM,7,7,0,0,0,0,4,21,4,17,4,0,0,0.001789,0.002512,RANKABLE
OMIM:614076,Hermansky-Pudlak syndrome 7,OMIM,13,13,0,0,0,0,5,78,35,43,35,0,0,0.000988,0.001584,RANKABLE
OMIM:615368,Lethal congenital contracture syndrome 5,OMIM,16,16,0,0,0,0,10,120,23,97,23,0,0,0.000854,0.002027,RANKABLE
OMIM:260500,Papilloma of choroid plexus,OMIM,8,8,0,0,0,0,4,28,8,20,8,0,0,0.000882,0.001698,RANKABLE
OMIM:609741,"Cataract 22, multiple types",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001287,0.001552,RANKABLE
OMIM:618880,"Glaucoma, primary closed-angle",OMIM,5,5,0,0,0,0,2,10,10,0,10,0,0,0.001213,0.001773,RANKABLE
OMIM:610204,"Pontocerebellar hypoplasia, type 5",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.000797,0.000954,RANKABLE
OMIM:607778,Acrocapitofemoral dysplasia,OMIM,46,46,0,0,0,0,25,1035,822,213,822,0,0,0.001676,0.002412,RANKABLE
OMIM:618658,Zimmermann-Laband syndrome 3,OMIM,30,30,0,0,0,0,17,435,141,294,141,0,0,0.001027,0.004372,RANKABLE
OMIM:153600,"Macroglobulinemia, Waldenstrom, somatic",OMIM,6,6,0,0,0,0,2,15,10,5,10,2,0,0.004580,0.019824,RANKABLE
OMIM:604271,"Growth hormone insensitivity, partial",OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:603278,Focal segmental glomerulosclerosis 1,OMIM,12,12,0,0,0,0,7,66,20,46,20,1,0,0.004444,0.023978,RANKABLE
OMIM:157300,"Migraine with or without aura, susceptibility to, 1",OMIM,6,6,0,0,0,0,1,15,7,8,7,0,0,0.000958,0.001406,RANKABLE
OMIM:609033,"Ataxia, posterior column, with retinitis pigmentosa",OMIM,31,31,0,0,0,0,20,465,127,338,127,0,0,0.001286,0.003811,RANKABLE
OMIM:619220,Immunodeficiency 78 with autoimmunity and developmental delay,OMIM,16,16,0,0,0,0,5,120,58,62,58,48,7,0.053425,0.440631,RANKABLE
OMIM:616113,Polyendocrine-polyneuropathy syndrome,OMIM,19,19,0,0,0,0,12,171,49,122,49,0,0,0.001440,0.003974,RANKABLE
OMIM:615432,Specific language impairment 5,OMIM,5,5,0,0,0,0,5,10,10,0,10,0,0,0.000866,0.001601,RANKABLE
OMIM:617225,"Spastic paraplegia 78, autosomal recessive",OMIM,28,28,0,0,0,0,22,378,256,122,256,0,0,0.001169,0.001651,RANKABLE
OMIM:620489,Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities,OMIM,29,29,0,0,0,0,23,406,78,328,78,0,0,0.001353,0.004623,RANKABLE
OMIM:618116,Bone marrow failure syndrome 4,OMIM,15,15,0,0,0,0,10,105,22,83,22,9,0,0.012960,0.066178,RANKABLE
OMIM:619208,Olmsted syndrome 2,OMIM,12,12,0,0,0,0,9,66,45,21,45,0,0,0.001104,0.002577,RANKABLE
OMIM:601321,Neurofibromatosis-Noonan syndrome,OMIM,37,37,0,0,0,0,16,666,150,516,150,0,0,0.001056,0.007192,RANKABLE
OMIM:225060,Cleft lip/palate-ectodermal dysplasia syndrome,OMIM,26,26,0,0,0,0,16,325,133,192,133,0,0,0.000705,0.002400,RANKABLE
OMIM:618670,Spermatogenic failure 41,OMIM,5,5,0,0,0,0,1,10,10,0,10,0,0,0.001241,0.001506,RANKABLE
OMIM:228550,"Myofibromatosis, infantile, 1",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001320,0.001320,RANKABLE
OMIM:613731,Retinitis pigmentosa 4,OMIM,11,11,0,0,0,0,9,55,55,0,55,0,0,0.001517,0.002366,RANKABLE
OMIM:616649,"Spherocytosis, type 2",OMIM,8,8,0,0,0,0,5,28,11,17,11,0,0,0.001970,0.008525,RANKABLE
OMIM:147891,Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension,OMIM,17,17,0,0,0,0,8,136,80,56,80,0,0,0.001281,0.002020,RANKABLE
OMIM:611126,"Mitochondrial complex I deficiency, nuclear type 20",OMIM,18,18,0,0,0,0,14,153,34,119,34,0,0,0.001619,0.003650,RANKABLE
OMIM:265450,Pulmonary venoocclusive disease 1,OMIM,6,6,0,0,0,0,2,15,11,4,11,0,0,0.001320,0.005670,RANKABLE
OMIM:212800,Cephalin lipidosis,OMIM,3,3,0,0,0,0,3,3,0,3,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:617557,Gabriele-De vries syndrome,OMIM,53,53,0,0,0,0,28,1378,299,1079,299,0,0,0.000913,0.004703,RANKABLE
OMIM:618664,Spermatogenic failure 40,OMIM,6,6,0,0,0,0,1,15,15,0,15,0,0,0.001171,0.001506,RANKABLE
OMIM:600995,"Nephrotic syndrome, type 2",OMIM,7,7,0,0,0,0,4,21,12,9,12,0,0,0.003126,0.009890,RANKABLE
OMIM:601453,Trichodental dysplasia,OMIM,8,8,0,0,0,0,5,28,12,16,12,0,0,0.000983,0.002421,RANKABLE
OMIM:615426,Amyotrophic lateral sclerosis 20,OMIM,5,5,0,0,0,0,3,10,3,7,3,0,0,0.000676,0.001016,RANKABLE
OMIM:605635,"Hyperaldosteronism, familial, type II",OMIM,3,3,0,0,0,0,3,3,0,3,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:219000,Fraser syndrome,OMIM,68,68,0,0,0,0,34,2278,397,1881,397,1,0,0.000822,0.028167,RANKABLE
OMIM:254100,"Muscular dystrophy, congenital, with rapid progression",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.000161,0.000161,RANKABLE
OMIM:620310,Congenital myopathy 20,OMIM,35,35,0,0,0,0,18,595,213,382,213,0,0,0.001011,0.002646,RANKABLE
OMIM:618857,"Diabetes mellitus, permanent neonatal 3, with or without neurologic features",OMIM,12,12,0,0,0,0,8,66,15,51,15,0,0,0.001507,0.002235,RANKABLE
OMIM:250400,"Metaphyseal chondrodysplasia, Spahr type",OMIM,14,14,0,0,0,0,9,91,47,44,47,0,0,0.001483,0.002045,RANKABLE
OMIM:227850,Fanconi-Like syndrome,OMIM,5,5,0,0,0,0,3,10,2,8,2,2,0,0.018571,0.026547,RANKABLE
OMIM:238970,Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome,OMIM,38,38,0,0,0,0,29,703,344,359,344,4,1,0.001923,0.107789,RANKABLE
OMIM:613916,"Deafness, autosomal recessive 89",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.000587,0.000587,RANKABLE
OMIM:163700,"Nipples, supernumerary",OMIM,3,3,0,0,0,0,2,3,0,3,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:619585,Spermatogenic failure 58,OMIM,6,6,0,0,0,0,1,15,15,0,15,0,0,0.001139,0.001506,RANKABLE
OMIM:609796,Peeling skin syndrome 2,OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.002732,0.005243,RANKABLE
OMIM:611867,"Chromosome 22q11.2 deletion syndrome, distal",OMIM,14,14,0,0,0,0,7,91,24,67,24,0,0,0.000446,0.001685,RANKABLE
OMIM:167200,"Pachyonychia congenita, type 1",OMIM,5,5,0,0,0,0,3,10,6,4,6,0,0,0.000946,0.001113,RANKABLE
OMIM:620462,"Cardiomyopathy, dilated, 2I",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000530,0.001484,RANKABLE
OMIM:243440,Isotretinoin embryopathy-like syndrome,OMIM,7,7,0,0,0,0,6,21,4,17,4,0,0,0.000558,0.000910,RANKABLE
OMIM:301101,"Spermatogenic failure, X-linked, 6",OMIM,11,11,0,0,0,0,4,55,31,24,31,3,0,0.003270,0.036839,RANKABLE
OMIM:234810,Pulmonary venoocclusive disease 2,OMIM,9,9,0,0,0,0,3,36,24,12,24,0,0,0.000691,0.001534,RANKABLE
OMIM:613080,46XY sex reversal 5,OMIM,5,5,0,0,0,0,3,10,4,6,4,0,0,0.000690,0.001440,RANKABLE
OMIM:162350,"Ceroid lipofuscinosis, neuronal, 4B, autosomal dominant",OMIM,17,17,0,0,0,0,11,136,81,55,81,0,0,0.001191,0.001698,RANKABLE
OMIM:614937,"Myoclonus, familial cortical",OMIM,6,6,0,0,0,0,4,15,10,5,10,0,0,0.001158,0.001596,RANKABLE
OMIM:615397,Meckel syndrome 11,OMIM,4,4,0,0,0,0,1,6,1,5,1,0,0,0.002059,0.002059,RANKABLE
OMIM:614089,Atrial septal defect 3,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:621032,Cerebral cavernous malformations 5,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000860,0.000860,RANKABLE
OMIM:616852,"Myopathy, scapulohumeroperoneal",OMIM,18,18,0,0,0,0,10,153,111,42,111,0,0,0.001259,0.009723,RANKABLE
OMIM:222900,"Sucrase-isomaltase deficiency, congenital",OMIM,5,5,0,0,0,0,4,10,3,7,3,2,0,0.018181,0.027268,RANKABLE
OMIM:400044,46XY sex reversal 1,OMIM,15,15,0,0,0,0,8,105,61,44,61,0,0,0.001399,0.002510,RANKABLE
OMIM:613094,"Microphthalmia, isolated 4",OMIM,4,4,0,0,0,0,3,6,1,5,1,0,0,0.001834,0.001834,RANKABLE
OMIM:602199,Medium chain 3-ketoacyl-coa thiolase deficiency,OMIM,6,6,0,0,0,0,6,15,4,11,4,1,0,0.008053,0.026620,RANKABLE
OMIM:614923,Branched-chain keto acid dehydrogenase kinase deficiency,OMIM,49,49,0,0,0,0,28,1176,547,629,547,17,0,0.001733,0.019268,RANKABLE
OMIM:309549,"Intellectual developmental disorder, X-linked 9",OMIM,16,16,0,0,0,0,9,120,51,69,51,0,0,0.001454,0.004703,RANKABLE
OMIM:301115,"Immunodeficiency 118, mycobacteriosis",OMIM,9,9,0,0,0,0,7,36,17,19,17,14,1,0.031126,0.111954,RANKABLE
OMIM:615382,Nephronophthisis 16,OMIM,12,12,0,0,0,0,5,66,21,45,21,0,0,0.000880,0.009335,RANKABLE
OMIM:201100,"Acrodermatitis enteropathica, Zinc-Deficiency type",OMIM,24,24,0,0,0,0,12,276,43,233,43,3,0,0.003643,0.037500,RANKABLE
OMIM:400045,46XX sex reversal 1,OMIM,11,11,0,0,0,0,3,55,22,33,22,0,0,0.001274,0.001548,RANKABLE
OMIM:177990,"Pterygium colli, isolated",OMIM,5,5,0,0,0,0,1,10,6,4,6,0,0,0.000588,0.000853,RANKABLE
OMIM:617595,Birk-Landau-Perez syndrome,OMIM,39,39,0,0,0,0,24,741,132,609,132,8,1,0.002990,0.131448,RANKABLE
OMIM:205400,Tangier disease,OMIM,24,24,0,0,0,0,17,276,40,236,40,0,0,0.001779,0.009561,RANKABLE
OMIM:301114,Lui-Jee-Baron syndrome,OMIM,13,13,0,0,0,0,5,78,6,72,6,0,0,0.000585,0.001087,RANKABLE
OMIM:309548,"Intellectual developmental disorder, X-linked 109",OMIM,19,19,0,0,0,0,12,171,66,105,66,0,0,0.000969,0.004703,RANKABLE
OMIM:248500,Alpha-mannosidosis,OMIM,56,56,0,0,0,0,36,1540,402,1138,402,6,0,0.001445,0.044872,RANKABLE
OMIM:614922,Combined oxidative phosphorylation deficiency 11,OMIM,33,33,0,0,0,0,27,528,134,394,134,2,0,0.001388,0.027740,RANKABLE
OMIM:613095,Polycystic kidney disease 2,OMIM,18,18,0,0,0,0,10,153,27,126,27,3,2,0.013329,0.149575,RANKABLE
OMIM:614936,"Keratoderma, palmoplantar, punctate type IB",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:300578,Chromosome xp11.3 deletion syndrome,OMIM,23,23,0,0,0,0,18,253,101,152,101,0,0,0.001315,0.004372,RANKABLE
OMIM:241530,"Hypophosphatemic rickets with hypercalciuria, hereditary",OMIM,37,37,0,0,0,0,18,666,318,348,318,9,8,0.010665,0.924185,RANKABLE
OMIM:615396,Left ventricular noncompaction 10,OMIM,6,6,0,0,0,0,3,15,15,0,15,0,0,0.000973,0.005373,RANKABLE
OMIM:305400,Aarskog-Scott syndrome,OMIM,70,70,0,0,0,0,31,2415,620,1795,620,0,0,0.001144,0.007110,RANKABLE
OMIM:244460,"Kenny-caffey syndrome, type 1",OMIM,23,23,0,0,0,0,11,253,73,180,73,1,0,0.001824,0.025131,RANKABLE
OMIM:620305,Neurooculorenal syndrome,OMIM,46,46,0,0,0,0,22,1035,128,907,128,1,1,0.002240,0.147965,RANKABLE
OMIM:304050,Aicardi syndrome,OMIM,54,54,0,0,0,0,32,1431,337,1094,337,0,0,0.001243,0.009800,RANKABLE
OMIM:212140,"Carnitine deficiency, systemic primary",OMIM,35,35,0,0,0,0,26,595,132,463,132,10,3,0.006442,0.163243,RANKABLE
OMIM:309560,Impaired intellectual development with spastic paraplegia and palmoplantar hyperkeratosis,OMIM,8,8,0,0,0,0,5,28,11,17,11,0,0,0.001302,0.001611,RANKABLE
OMIM:277900,Wilson disease,OMIM,68,68,0,0,0,0,42,2278,491,1787,491,27,8,0.005188,0.144673,RANKABLE
OMIM:618856,"Diabetes, permanent neonatal 2, with or without neurologic features",OMIM,13,13,0,0,0,0,8,78,18,60,18,1,1,0.009644,0.151176,RANKABLE
OMIM:620311,Premature ovarian failure 21,OMIM,6,6,0,0,0,0,0,15,6,9,6,0,0,0.001459,0.002510,RANKABLE
OMIM:618665,"Intellectual developmental disorder, autosomal recessive 72",OMIM,23,23,0,0,0,0,10,253,69,184,69,0,0,0.000953,0.004006,RANKABLE
OMIM:607745,"Seizures, benign familial infantile, 3",OMIM,7,7,0,0,0,0,6,21,10,11,10,0,0,0.001825,0.003249,RANKABLE
OMIM:616890,Split-Foot malformation with mesoaxial polydactyly,OMIM,6,6,0,0,0,0,3,15,10,5,10,0,0,0.001477,0.002112,RANKABLE
OMIM:616648,Optic atrophy 8,OMIM,10,10,0,0,0,0,7,45,14,31,14,0,0,0.000860,0.001604,RANKABLE
OMIM:231000,"Gaucher disease, type III",OMIM,19,19,0,0,0,0,16,171,42,129,42,0,0,0.001326,0.001844,RANKABLE
OMIM:613730,"Hemorrhagic destruction of the brain, subependymal calcification,and cataracts",OMIM,15,15,0,0,0,0,14,105,27,78,27,0,0,0.001083,0.001916,RANKABLE
OMIM:560000,"Renal tubulopathy, diabetes mellitus, and cerebellar ataxia",OMIM,21,21,0,0,0,0,17,210,21,189,21,2,0,0.002289,0.012437,RANKABLE
OMIM:614739,"3-Methylglutaconic aciduria with deafness, encephalopathy, and leigh-like syndrome",OMIM,30,30,0,0,0,0,25,435,126,309,126,14,4,0.007255,0.179972,RANKABLE
OMIM:612348,Thrombophilia due to decreased release of tissue plasminogen,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:600994,"Deafness, autosomal dominant nonsyndromic sensorineural 5",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:235500,"Hemosiderosis, pulmonary, with deficiency of gamma-A globulin",OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:618103,"Intellectual developmental disorder, autosomal recessive 64",OMIM,12,12,0,0,0,0,10,66,47,19,47,0,0,0.001412,0.003974,RANKABLE
OMIM:619209,Erythrokeratodermia variabilis et progressiva 7,OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.000908,0.001026,RANKABLE
OMIM:106600,"Tooth agenesis, selective, 1",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:618117,Ovarian dysgenesis 7,OMIM,7,7,0,0,0,0,2,21,7,14,7,0,0,0.001533,0.002630,RANKABLE
OMIM:615433,Chromosome 3q13.31 deletion syndrome,OMIM,29,29,0,0,0,0,17,406,81,325,81,0,0,0.000946,0.001915,RANKABLE
OMIM:615355,Noonan syndrome 8,OMIM,30,30,0,0,0,0,19,435,52,383,52,0,0,0.000809,0.002408,RANKABLE
OMIM:186000,Synpolydactyly 1,OMIM,13,13,0,0,0,0,8,78,78,0,78,0,0,0.001650,0.002173,RANKABLE
OMIM:602629,"Dystonia 6, torsion",OMIM,10,10,0,0,0,0,5,45,37,8,37,0,0,0.000890,0.001582,RANKABLE
OMIM:613724,Leukoencephalopathy with dystonia and motor neuropathy,OMIM,15,15,0,0,0,0,10,105,46,59,46,0,0,0.001018,0.001603,RANKABLE
OMIM:102300,"Restless legs syndrome, susceptibility to, 1",OMIM,6,6,0,0,0,0,4,15,10,5,10,0,0,0.001275,0.001682,RANKABLE
OMIM:617542,"Gaze palsy, familial horizontal, with progressive scoliosis, 2",OMIM,19,19,0,0,0,0,13,171,121,50,121,0,0,0.001101,0.004703,RANKABLE
OMIM:614063,N-acetylaspartate deficiency,OMIM,16,16,0,0,0,0,12,120,72,48,72,2,0,0.002002,0.014992,RANKABLE
OMIM:618659,Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies,OMIM,59,59,0,0,0,0,36,1711,317,1394,317,0,0,0.001123,0.004703,RANKABLE
OMIM:610205,Alagille syndrome 2,OMIM,18,18,0,0,0,0,12,153,32,121,32,0,0,0.000847,0.004908,RANKABLE
OMIM:107250,Anterior segment dysgenesis 1,OMIM,6,6,0,0,0,0,2,15,15,0,15,0,0,0.001043,0.001530,RANKABLE
OMIM:618881,Galactosemia IV,OMIM,5,5,0,0,0,0,3,10,1,9,1,0,0,0.008649,0.008649,RANKABLE
OMIM:619221,Sulfide:quinone oxidoreductase deficiency,OMIM,7,7,0,0,0,0,6,21,11,10,11,0,0,0.001569,0.002423,RANKABLE
OMIM:247800,"Lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmunehemolytic anemia, and glomerulonephritis",OMIM,6,6,0,0,0,0,4,15,15,0,15,11,0,0.021014,0.047738,RANKABLE
OMIM:230450,Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency,OMIM,8,8,0,0,0,0,2,28,7,21,7,0,0,0.000970,0.002079,RANKABLE
OMIM:616106,"Psoriasis 15, pustular, susceptibility to",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000851,0.000851,RANKABLE
OMIM:600002,Eiken syndrome,OMIM,37,37,0,0,0,0,21,666,233,433,233,0,0,0.001532,0.004661,RANKABLE
OMIM:619553,"Deafness, autosomal recessive 118, with cochlear aplasia",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000429,0.000677,RANKABLE
OMIM:615369,Develomental and epileptic encephalopathy 94,OMIM,17,17,0,0,0,0,14,136,136,0,136,13,0,0.002626,0.018026,RANKABLE
OMIM:612406,"Dystonia 17, torsion, autosomal recessive",OMIM,4,4,0,0,0,0,4,6,3,3,3,0,0,0.001108,0.001565,RANKABLE
OMIM:613718,"Deafness, autosomal recessive 74",OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:614077,Hermansky-Pudlak syndrome 8,OMIM,28,28,0,0,0,0,14,378,180,198,180,0,0,0.000973,0.002470,RANKABLE
OMIM:160750,MYOSITIS,OMIM,2,2,0,0,0,0,2,1,1,0,1,1,0,0.042872,0.042872,RANKABLE
OMIM:607584,"Spastic paraplegia 24, autosomal recessive",OMIM,6,6,0,0,0,0,4,15,12,3,12,0,0,0.001188,0.001657,RANKABLE
OMIM:606842,Cardioneuromyopathy with hyaline masses and nemaline rods,OMIM,13,13,0,0,0,0,8,78,15,63,15,1,0,0.004583,0.052446,RANKABLE
OMIM:616489,Silver-Russell syndrome 3,OMIM,26,26,0,0,0,0,15,325,63,262,63,0,0,0.001428,0.002112,RANKABLE
OMIM:621225,Congenital myopathy 26,OMIM,25,25,0,0,0,0,14,300,80,220,80,0,0,0.000994,0.009723,RANKABLE
OMIM:605387,"Cataract 31, multiple types",OMIM,3,3,0,0,0,0,3,3,3,0,3,0,0,0.000601,0.000788,RANKABLE
OMIM:257150,Neutrophil actin dysfunction,OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:606856,"Pancreatic cancer, susceptibility to, 1",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:617783,"Nephrotic syndrome, type 16",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.001958,0.004908,RANKABLE
OMIM:621231,Oocyte/zygote/embryo maturation arrest 23,OMIM,3,3,0,0,0,0,0,3,1,2,1,0,0,0.000420,0.000420,RANKABLE
OMIM:224800,Ectodermal dysplasia and neurosensory deafness,OMIM,4,4,0,0,0,0,3,6,1,5,1,0,0,0.002056,0.002056,RANKABLE
OMIM:611494,"Atrial fibrillation, familial, 5",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:201470,"Acyl-Coa dehydrogenase, short-chain, deficiency of",OMIM,20,20,0,0,0,0,17,190,40,150,40,0,0,0.001247,0.002267,RANKABLE
OMIM:276820,"Ulna and fibula, absence of, with severe limb deficiency",OMIM,53,53,0,0,0,0,29,1378,635,743,635,0,0,0.001648,0.007000,RANKABLE
